km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,selling_price
120000,Petrol,Individual,Manual,Second Owner,16.02,1373.0,93.7,7.0,8,450000
170000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,7,450000
140000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,4,1200000
90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,5,610000
30000,Petrol,Individual,Automatic,Second Owner,15.71,1998.0,189.0,5.0,4,2500000
10000,Petrol,Dealer,Manual,First Owner,23.1,998.0,67.04,5.0,3,484999
49000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,5.0,4,275000
32000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,4,315000
38000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,4,275000
28000,Petrol,Dealer,Manual,First Owner,19.81,1086.0,68.05,5.0,8,290000
32000,Petrol,Dealer,Manual,First Owner,14.0,796.0,35.0,5.0,3,280000
44000,LPG,Dealer,Manual,First Owner,26.2,998.0,58.2,5.0,10,225000
42000,Petrol,Dealer,Manual,First Owner,16.47,1198.0,74.0,5.0,5,455000
45000,Petrol,Dealer,Manual,Second Owner,19.81,1086.0,68.05,5.0,5,351000
12000,Petrol,Dealer,Manual,Second Owner,15.04,1598.0,103.6,5.0,8,535000
55500,Petrol,Dealer,Manual,First Owner,18.2,998.0,67.1,5.0,11,175000
61500,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0,7,525000
150000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,4,600000
72000,Petrol,Dealer,Automatic,First Owner,19.1,1197.0,82.0,5.0,4,565000
68000,Petrol,Dealer,Manual,Third Owner,19.7,796.0,46.3,5.0,12,120000
110000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,3,725000
77000,Petrol,Dealer,Manual,Second Owner,21.79,998.0,67.05,5.0,11,185000
100000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5.0,10,200000
10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,1,615000
100000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,7.0,4,270000
35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,2,610000
70000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,8.0,6,625000
5000,Petrol,Individual,Manual,Second Owner,19.0,1194.0,94.68,5.0,0,400000
37800,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,3,866000
114000,Petrol,Individual,Manual,First Owner,14.3,1798.0,160.0,5.0,10,700000
48000,Petrol,Individual,Manual,First Owner,15.8,1172.0,65.0,5.0,10,300000
32000,Diesel,Individual,Manual,First Owner,15.1,2179.0,155.0,7.0,1,1700000
100000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,4,375000
150000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,7,522000
69000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,7,451999
100000,Petrol,Individual,Manual,Second Owner,14.53,1798.0,138.1,5.0,11,300000
13000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,0,475000
60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,4,780000
40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,3,595000
35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,3,440000
70000,Diesel,Individual,Manual,Third Owner,20.45,1461.0,83.8,5.0,6,400000
50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,4,1140000
76139,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,3,850000
175000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,8,370000
25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,2,350000
40000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,5,360000
65000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,12,105000
90000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,7,625000
80000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,11,135000
110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,5,700000
1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5.0,1,690000
31800,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,5.0,2,3975000
20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,5150000
45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,3200000
17000,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,5.0,3,4100000
21000,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7.0,1,4500000
37000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,5.0,3,6000000
29500,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5.0,2,3790000
7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,5800000
50000,Petrol,Dealer,Automatic,First Owner,14.67,1798.0,177.46,5.0,2,1864999
35000,Diesel,Dealer,Automatic,First Owner,15.0,2143.0,204.0,5.0,4,2700000
19000,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,1,1750000
41000,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5.0,3,795000
39000,Petrol,Dealer,Automatic,First Owner,14.28,1798.0,138.03,5.0,7,625000
22000,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,5.0,2,3400000
53000,Diesel,Dealer,Automatic,First Owner,12.07,2967.0,241.4,7.0,5,2650000
40000,Diesel,Dealer,Manual,First Owner,26.21,1248.0,88.5,5.0,5,535000
47000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,282.0,5.0,3,5850000
72200,Petrol,Dealer,Automatic,Second Owner,10.8,2497.0,150.0,5.0,10,975000
49900,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,5.0,4,805000
9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,2625000
11000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,5.0,2,811000
49000,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,9,375000
95000,Petrol,Individual,Manual,First Owner,16.3,1797.0,147.5,5.0,8,550000
11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,645000
18000,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183.0,5.0,2,2550000
46100,Petrol,Dealer,Manual,First Owner,16.02,1373.0,93.7,7.0,6,599000
16000,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,5.0,3,2700000
18000,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5.0,3,875000
9654,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5.0,1,894999
11000,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,5.0,9,175000
24300,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,8,340000
42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,7.0,4,1525000
8000,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,5.0,2,1025000
30000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,5.0,4,2150000
41000,Petrol,Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,1900000
12000,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,5.0,4,2900000
71000,Petrol,Dealer,Automatic,First Owner,12.1,2362.0,164.7,5.0,11,450000
20000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,4,850000
30000,Petrol,Individual,Automatic,First Owner,42.0,1969.0,400.0,4.0,3,10000000
100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,9,300000
9500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,2,575000
120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,9,160000
36600,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,5,515000
50000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,5,390000
14000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,4,550000
40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,21,40000
120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,10,220000
70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,5,425000
13000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0,1,480000
60000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,6,400000
35000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,6,487000
44000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0,4,386000
120000,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,5.0,15,100000
60000,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5.0,10,300000
60000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,20,100000
30000,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,7.0,6,1750000
15000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,4,450000
90000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,3,490000
47000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,11,345000
90000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,15,85000
120600,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,10,215000
100000,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5.0,10,320000
60000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,4,459999
86000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,15,65000
5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,0,720000
37000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,3,800000
14000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,1,520000
70000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,5,580000
50000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,5,600000
60000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,6,290000
50000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,4,360000
50000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,3,550000
70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,7,375000
35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,2,420000
20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,3,550000
20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2,270000
7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,700000
20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,3,500000
15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,1,1250000
31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,7,320000
50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,700000
60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,5,290000
100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,8,550000
60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,8,265000
5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,2,830000
60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,3,800000
25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,9,160000
30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,2,335000
80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,3,329000
75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,3,775000
32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,0,524000
40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,5,245000
93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,8,275000
60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,2,520000
37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,6,550000
15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,2,910000
80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,5,300000
140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,4,350000
70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,7,900000
120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,7,300000
110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,10,250000
37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,3,1100000
44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,4,270000
80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,5,640000
125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,5,650000
13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,3,409999
75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,9,165000
120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,13,80000
120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,8,535000
70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,7,700000
70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,550000
15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,680000
53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,11,200000
120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,6,500000
70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,4,1000000
120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,12,110000
100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,8,320000
100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,5,350000
162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,7,170000
39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,3,800000
75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,3,500000
50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,3,1380000
40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,1,1300000
92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,7,530000
158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,8,360000
120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,8,310000
50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,5,725000
110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,8,340000
2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,3,550000
181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,9,1150000
70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,4,380000
90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,7,350000
2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,1,610000
20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,5,525000
120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,9,480000
35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,3,780000
193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,8,320000
80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,6,375000
40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,1,300000
70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,5,500000
122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,9,404000
75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,5,500000
120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,3,350000
40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,5,380000
95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,12,114999
33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,6,335000
63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,5,465000
60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,8,290000
45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,15,110000
80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,9,450000
170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,11,400000
207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,13,210000
7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,2,4600000
35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,4,220000
35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,3,450000
50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,7,290000
20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,4,520000
20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,9,265000
50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,8,330000
120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,6,509999
70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,6,500000
50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,5,525000
16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,1,675000
70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,10,300000
99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,15,90000
25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,3,650000
70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,6,409000
80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,5,395000
70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,6,400000
60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,8,120000
10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,2,645000
80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,14,81000
30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,3,1300000
33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,3,1250000
90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,7,535000
80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,6,555000
120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,6,725000
40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,4,229999
160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,7,800000
47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,3,409999
25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,2,1210000
26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,3,400000
29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,2,520000
50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,4,650000
58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,9,325000
120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,8,420000
50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,6,400000
80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,10,254999
60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,17,65000
36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,3,351000
120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,13,404000
